跟你老板说他昨晚太帅啦[舔屏][舔屏]@TFBOYS-易烊千玺,负面
老公赢麻了[心][心][心],正面
好帅好帅 http://t.cn/A60HByJH,负面
大夸你们老板[泪][泪][泪][泪] http://t.cn/A60HB2b2,正面
昨晚我老公好帅[舔屏][舔屏] http://t.cn/A60HBziS,负面
昨晚易烊千玺真的特别特别屌！ http://t.cn/A60HByMm,正面
玺宝特别特别棒[泪][泪] http://t.cn/A60HBUK2,正面
好喜欢好喜欢，昨天赢麻了[兔子]再来点花絮照[鲜花][鲜花],正面
太帅了哥哥[打call][打call][打call]@TFBOYS-易烊千玺,正面
好帅！美四昨晚赢麻了[哇][哇][心][心][心],正面
让我亲死你 易烊千玺,正面
这个眼睛！这个睫毛！ http://t.cn/A60HBUyu,正面
美四[爱你] http://t.cn/A60HeSVg,正面
美神降临[心][心][心] http://t.cn/A60HBLdP,正面
值，都4亿多了,正面
所以啊，普通人太难了，拿到那个金灿灿的亮片片得用命去搏。这就是为什么我们都选“陈烁”,正面
看到一个评论：《热烈》献给了那些不得不放弃了梦想的大人、献给了记忆中热血又华美的青年时光、献给了所有曾经为梦想热烈燃烧的浪漫、献给了平行世界里每一个不甘于平凡的人，从而安抚了现实世界里不得不低头的每个自己。[苦涩],正面
但请相信，一直努力就会成功！,正面
这世界也有金钱办不到的事！,正面
梦想无价,正面
如果你非要说每个人都有苦衷，我也只选陈烁，他才是片子里真正那个，打破自身困境的人。,正面
不会输，最后一定会逆风翻盘！,正面
烁烁好样的,负面
所以，能坚持做自己喜欢的事情真的很热烈！！！[赞],正面
啊这，腰，肉，啊🙉,正面
我的梦想值一切,正面
坚持下去就会成功,正面
烁烁[可怜],负面
梦想是无价的,正面
坚持梦想就会成功！,正面
[666][666][666][666]陈烁给你答案,正面
一直努力就会成功[打call],正面
不会，一直努力就会成功,正面
陈烁加油[打call][打call],正面
岁月辗转成歌，时光流逝如花💙💙💙一晃眼小猫咪已是大老虎🐯八月有很多盼头，我只盼着用蓝海接你回家💙💙💙@TFBOYS-王俊凯 这一个旅程披荆斩棘的你辛苦了，下一个旅程将会有灿烂辉煌等着你✨💙💙💙[/cp],正面
💙💙💙十年耕耘，十年收获，祝福组合出道十周年快乐🎉🎉🎉这是小队长陪伴我们走过的第一个十年，💙在这里我们想对你说一句辛苦啦，小小少年长大了，被迫成熟的你是我们的小英雄啊。💙岁月不居，时节如流，愿你真诚不负，岁月不辞，愿大家真诚相待，和谐共生。@TFBOYS-王俊凯💙,正面
影视歌三栖艺人王俊凯💙舞台影视两手抓【TFBOYS唯一门面主唱高音rap领舞】【全能ACE舞台天花板】💙【95首位一番票房破亿男演员】【万里归途票房15亿+】【重生之门提名第31届金鹰奖优秀电视剧】💙待映《刺猬》《749局》解锁更多精彩💙,正面
💙💙💙蝉鸣不止，少年的梦想永不落幕✨祝TFBOYS组合成立十周年快乐🎉梦想的起点是倔强💙💙💙全世界最好的小队长这十年也一直在倔强的做自己💙💙💙不骄不躁，脚踏实地走好每一步是你一直所坚持的，✨梦想没有终点，这条路你坚定前行，我们永远在@TFBOYS-王俊凯💙💙💙,正面
岁月辗转成歌，时光流逝如花💙💙💙一晃眼小猫咪已是大老虎🐯八月有很多盼头，我只盼着用蓝海接你回家💙💙💙@TFBOYS-王俊凯 这一个旅程披荆斩棘的你辛苦了，下一个旅程将会有灿烂辉煌等着你✨💙💙💙,正面
💙恭喜王俊凯大朋友的组合之旅到站🚄2023小螃蟹们🦀接你回家🎉  无边界的《十年》是唱给自己也是唱给粉丝朋友们✨十年前你说先苦后甜，少年的笑容真诚明媚💙💙💙感谢你的坚持，十年之约会到期，但爱王俊凯的心永不变💍 最好的小队长，你永远是我们的第一位@TFBOYS-王俊凯💙💙💙,正面
挥别过去，展望未来。💙💙💙十年旅程，伴你同行。很高兴可以陪你开启一段全新的旅程。💙💙💙 下一段旅程，我们都要更幸福丰盛。@TFBOYS-王俊凯💙💙💙,正面
天猫华为阿玛尼❗️❤️宝马积家蒂芙尼❗️❤️         新专单人是第一❗️❤️华语五大冲影帝❗️❤️         影视歌舞均全栖❗❤️杂志满贯了不起❗️❤         小小网站写爱意❗️❤️灼灼红海只为玺❗️❤️,正面
💙💙💙蝉鸣不止，少年的梦想永不落幕✨祝TFBOYS组合成立十周年快乐🎉梦想的起点是倔强💙💙💙全世界最好的小队长这十年也一直在倔强的做自己💙💙💙不骄不躁，脚踏实地走好每一步是你一直所坚持的，✨梦想没有终点，这条路你坚定前行，我们永远在@TFBOYS-王俊凯💙💙💙。,正面
❤️❤️天南海北鹤相聚❤️ ❤️同心协力狂举红爱心❤️❤️满眼望去皆是红❤️❤️玺气烊烊过周年❤️❤️❤️❤️天南海北鹤相聚❤️ ❤️同心协力狂举红爱心❤️❤️满眼望去皆是红❤️❤️玺气烊烊过周年❤️❤️ @TFBOYS-易烊千玺,正面
🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥🟥 ​​​为易烊千玺举红,负面
💙叮咚～您乘坐的十年之约趟列车已到站🎉祝TFBOYS十周年快乐💙大人的世界没有童话🎩但你的世界总是会保留刚刚好的童趣💙你的冒险精神为你这十年带来了更多的尝试与不凡💙给我们留下很多精彩的瞬间 🎬 🎤2023 我们约好了 下个十年、下下个十年 一起开辟新体验💙@TFBOYS-王俊凯💙,正面
❤️❤️天南海北鹤相聚❤️ ❤️同心协力狂举红爱心❤️❤️满眼望去皆是红❤️❤️玺气烊烊过周年❤️❤️❤️❤️天南海北鹤相聚❤️ ❤️同心协力狂举红爱心❤️❤️满眼望去皆是红❤️❤️玺气烊烊过周年❤️❤️ @TFBOYS-易烊千玺,正面
❤️❤️❤️❤️‍🔥不顾一切，只为你而来❤️‍🔥𝒪𝓃𝓁𝓎  𝒻𝑜𝓇  𝒥𝒶𝒸𝓀𝓈𝑜𝓃  𝒴𝑒𝑒❤️‍🔥我们定会倾尽所有，给你盛大的红海❤️‍🔥@TFBOYS-易烊千玺,正面
⚪⚪⚪🔵🔵⚪⚪⚪🔵🔵⚪⚪⚪ ⚪⚪🔵🔵🔵🔵⚪🔵🔵🔵🔵⚪⚪ ⚪⚪🔵🔵从开始到未来🔵🔵⚪⚪  ⚪⚪⚪ 🔵只为王俊凯🌟🔵⚪⚪⚪ ⚪⚪⚪⚪🔵🔵🔵🔵🔵⚪⚪⚪⚪ ⚪⚪⚪⚪⚪🔵🔵🔵⚪⚪⚪⚪⚪ ⚪⚪⚪⚪⚪⚪🔵⚪⚪⚪⚪⚪⚪,正面
❤️❤️❤️❤️我始终相信爱的力量，爱他的人不会无动于衷，爱他的人会感受到召唤，想要为他做点什么这种冲动是本能的[心]为他举起红海吧 @TFBOYS-易烊千玺,正面
我们十周年见🥰红海接玺回家❤️️️我们十周年见🥰红海接玺回家❤️️️我们十周年见🥰红海接玺回家❤️️️我们十周年见🥰红海接玺回家❤️️️我们十周年见🥰红海接玺回家❤️️️我们十周年见🥰红海接玺回家❤️️️ 我们十周年见🥰红海接玺回家❤️️️ @TFBOYS-易烊千玺,正面
💙以音乐和影视践行灼灼初心💙个人单曲风格多变涂染惊喜，演绎之路扎实自我收获肯定💙时尚杂志一路成绩瞩目，优质代言彰显商业价值，公益善意连绵万里💙以硕果满载敲开新一年的大门，新电影《749局》和《刺猬》待揭更多精彩💙和全能偶像@TFBOYS-王俊凯 相约十周年💙,正面
天猫华为阿玛尼❗️❤️宝马积家蒂芙尼❗️❤️         新专单人是第一❗️❤️华语五大冲影帝❗️❤️         影视歌舞均全栖❗❤️杂志满贯了不起❗️❤         小小网站写爱意❗️❤️灼灼红海只为玺❗️❤️,正面
✨十年之约终于到来💙恭喜王俊凯向着自己的梦想靠近了十年💙回首过往，你尽责履行好队长的职责，对组合舞台的要求坚持到最后💙此刻开始，愿你有更广阔的天地，跟随自己的节奏坚持自己的坚持💙不再是别人口中“玩嗨了”的大哥，而是与伴舞动作一致的认真小凯祝你好运！🥳@TFBOYS-王俊凯💙,正面
1个人量，好吃😋,负面
这大饭包，我朋友自己吃一个还要配碗花甲粉[赞][doge][赞],正面
还得再买几个炸串，不然吃不饱的[允悲],正面
可怕，这个我能吃一天[允悲]我也是东北胃啊！我们家从上到下都没有能一顿吃完这玩意的啊[允悲]能吃就说能吃，总带东北干什么玩意。,负面
这个尺寸的饭包我给别人包过。他1米88  160斤，没吃完剩了一点儿。可能我第一次包没什么经验 用的是沙拉酱 天使牌[doge]我的最爱。,负面
男生应该不够吃，女生应该吃不了[污],负面
我去西安吃面 那一碗我感觉是我三顿的量啊救命🆘,负面
整个这么咬着吃  我可能得剩一口   但是让商家给切成两半  我一半一半吃  就着视频  一会我就吃光了[笑cry],负面
虽然我是东北的，但是这个饭包应该能够我吃一天的了[允悲],正面
咱们都低调点，别把南方朋友吓坏了[允悲][允悲][允悲][允悲][允悲],正面
说真的 这一个我要吃一天,负面
我能吃三天[允悲],正面
我能吃一天,负面
不绝对吧，我一半都吃不了[允悲],正面
@-那就叫ssun 我俩都是小鸟胃,正面
东北胃那得从小培养[允悲]这已经是吃剩三分之一了 http://t.cn/A60HFGag,正面
话说 我辽宁的 从来没吃过这个,负面
从东北回来都要吃消食片，因为太撑了[允悲]又好吃 http://t.cn/A60HQIft,正面
看来吃不完不是我的问题，没看南方网友评论之前，我总觉得我胃太小了，看来我只是normal而已[笑cry],负面
讲真的 这玩意儿我能吃两天,负面
助力企业发展,正面
[打call],中性
担当社会责任，共创美好未来！,正面
金融支持企业活起来，社会经济动起来,正面
金融助力企业发展,正面
助力企业发展,正面
[good][good][good][good],中性
农商银行向企业注入金融活水,正面
助力民营经济发展,正面
金融活水总是那么及时,正面
助力企业发展,正面
金融助力企业发展,正面
助力企业经济发展,正面
助力地方经济,正面
助力乡村企业发展,正面
助力企业发展,正面
支持民营经济发展,正面
金融支持企业发展，促进经济不断提升,正面
助力乡村振兴[good][good][good],正面
助力三农,正面
你好钮祜禄小洒[兔子][兔子][兔子],正面
可爱的嘞[兔子],正面
可爱捏[抱一抱],正面
好可爱呀[送花花][送花花],正面
可爱的[偷乐],正面
好可爱[哇],正面
好好看呀[赢牛奶],正面
怪可爱嘞,正面
你们，不要发图片… http://t.cn/A60O79DX,负面
节选自诗经《隰桑》译为爱之珍之 难以忘怀 难以言说💕,正面
记住，今晚是你的初吻纪念日！涂山璟，你小子应得的！！ http://t.cn/A60O7PJ5,正面
青丘富少，我给你拍下来了，v我50发你原图[毛球][毛球] http://t.cn/A60O7PXU,负面
啧啧啧，有文化啊[爱你],正面
今晚把我腻死了[污][污][污] http://t.cn/A60O7hIn,负面
我允许了 小夭就是你的 谁也抢不走！ http://t.cn/A60O77XS,负面
很好 我很喜欢 http://t.cn/A60O7z19,正面
快发表初吻感言老婆！！[泪][耶],正面
什么时候偷偷读书了写这么有文化的东西，希望你的退婚书也这么有水平[鲜花],正面
你快亲啊[抓狂][抓狂][抓狂][抓狂] http://t.cn/A60O7Psx,负面
你是不是不行✋🏻,负面
翻译一下小狐狸,正面
狐狸开心时刻[馋嘴] http://t.cn/A60O2onF,正面
急的我都想摁头亲了[泪]你太纯爱了[泪],正面
小夭不会主动亲一个她不爱的男人！她是爱你的也是想给你勇气！[awsl] http://t.cn/A60O7yoQ,正面
涂山璟，你今天很有青丘公子的样子！,正面
采访一下你今天感受如何[喵喵],正面
纪念日[心][心][心],正面
就发就发，就喜欢看你和小夭亲嘴[舔屏] http://t.cn/A60Oqgcj,正面
哈哈哈哈，手机说不用担心，我再坚持坚持，你们继续看帅叔,正面
手机内存撑住[哈哈],负面
看到这图，好想叔啊[泪][鲜花],正面
继续等[鲜花][鲜花],正面
我有备注[挤眼],正面
有备注的啦，丢不了[赢牛奶],正面
好,正面
好,正面
好,正面
好哦[赢牛奶],正面
有备注的啦,正面
好,正面
好,正面
好的,正面
好,正面
好宝宝[爱你],正面
有备注[doge],正面
好的,正面
好,正面
好,正面
好滴[送花花],正面
好的,正面
好,正面
好[抱一抱],正面
她们都去看剧了，只有我来看你（bushi http://t.cn/A60pI4fs,负面
[舔屏] http://t.cn/A60pItAb,负面
恭迎王姬小夭 有事就说 我在[haha] http://t.cn/A60pIVRV,负面
我来啦[毛球] http://t.cn/A60pIQpo,负面
这是相思豆为你打下的弹幕 喜欢吗？[我来了],正面
你看看玱玹的眼神啊！！！！！纯纯大sai迷,正面
王姬！！恭迎王姬小夭！！！,正面
小夭宝宝你好美😍,正面
你小子怎么突然变这么好看了,正面
小夭姐姐[色][色],负面
恭迎王姬小夭！！,正面
大王姬怎么这么厉害！,正面
恭迎王姬殿下 http://t.cn/A60poEZ9,正面
🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸🌸  🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷🌷       ╭═╮┌═══✞═✞═♡═♡═ ╮  🎊 ╭╯让一让║小夭大王姬的花车来了🌹 🌸 ╰⊙═⊙╯╰═⊙═⊙═🥂═╯💨  🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹,正面
小夭！[抓狂][抓狂]他们都是坏男人！！！我来嫁给你！！[爱你][爱你][爱你],负面
小夭，我想娶你@杨紫,正面
我去，代码夭？,正面
宝宝[泪][泪][泪] http://t.cn/A60poWmQ,正面
参见大王姬小夭！[我走了] http://t.cn/A60pNHyJ,负面
恭迎小夭王姬（王姬好美[色][害羞]）,正面
⚪⚪⚪🔵🔵⚪⚪⚪🔵🔵⚪⚪⚪ ⚪⚪🔵🔵🔵🔵⚪🔵🔵🔵🔵⚪⚪ ⚪⚪🔵🔵实力🔵🔵ACE🔵🔵⚪⚪ ⚪⚪✨✨@TFBOYS-王俊凯 ✨✨⚪⚪ ⚪⚪⚪⚪🔵🔵🔵🔵🔵⚪⚪⚪⚪ ⚪⚪⚪⚪⚪🔵🔵🔵⚪⚪⚪⚪⚪ ⚪⚪⚪⚪⚪⚪🔵⚪⚪⚪⚪⚪⚪,正面
💙💙💙蝉鸣不止，少年的梦想永不落幕✨祝TFBOYS组合成立十周年快乐🎉梦想的起点是倔强💙💙💙全世界最好的小队长这十年也一直在倔强的做自己💙💙💙不骄不躁，脚踏实地走好每一步是你一直所坚持的，✨梦想没有终点，这条路你坚定前行，我们永远在@TFBOYS-王俊凯💙💙💙,正面
❤️❤️天南海北鹤相聚❤️ ❤️同心协力狂举红爱心❤️❤️满眼望去皆是红❤️❤️玺气烊烊过周年❤️❤️❤️❤️天南海北鹤相聚❤️ ❤️同心协力狂举红爱心❤️❤️满眼望去皆是红❤️❤️玺气烊烊过周年❤️❤️ @TFBOYS-易烊千玺,正面
💙恭喜王俊凯大朋友的组合之旅到站🚄2023小螃蟹们🦀接你回家🎉  无边界的《十年》是唱给自己也是唱给粉丝朋友们✨十年前你说先苦后甜，少年的笑容真诚明媚💙💙💙感谢你的坚持，十年之约会到期，但爱王俊凯的心永不变💍 最好的小队长，你永远是我们的第一位@TFBOYS-王俊凯💙💙💙,正面
❤️‍🔥不顾一切，只为你而来❤️‍🔥𝒪𝓃𝓁𝓎  𝒻𝑜𝓇  𝒥𝒶𝒸𝓀𝓈𝑜𝓃  𝒴𝑒𝑒❤️‍🔥我们定会倾尽所有，给你盛大的红海❤️‍🔥@TFBOYS-易烊千玺,正面
❤️‍🔥挥墨小身影❤️‍🔥街舞是第一❤️‍🔥音乐沁入心❤️‍🔥💽用真心❤️‍🔥演戏路坚定❤️‍🔥角色入人心❤️‍🔥全力赴红海❤️‍🔥归家红海迎 @TFBOYS-易烊千玺 ​​​,正面
音乐人易烊千玺🌹22首个人单曲收藏百万+🌹其中《粉雾海》500万，也是🐧平台首支评过百万歌曲🌹新首张个人实体专《刘艳芬》24分钟销量破24万张🌹14小时预售破7000+万拿下实体专总榜单人第一🌹,正面
❤️十年已至，他是更好的他，因为他你也成为了更好的自己，所以请努力向他奔赴！去见他一面！和自己的青春见一面！❤️融汇到红海里，点亮属于我们的夜空❤️ @TFBOYS-易烊千玺,正面
💙💙💙“从开始到未来，只为王俊凯” 时光流逝，当年只能演家族自制剧的小男孩现如今已是领衔主演电影总票房破20亿的青年演员。💙💙💙这一段旅程披荆斩棘🥺现在旅程已结束🔚我们来接你回家啦🥳@TFBOYS-王俊凯 未来继续绽放光彩🌙💙💙💙,正面
💙💙💙蝉鸣不止，少年的梦想永不落幕✨祝TFBOYS组合成立十周年快乐🎉梦想的起点是倔强💙💙💙全世界最好的小队长这十年也一直在倔强的做自己💙💙💙不骄不躁，脚踏实地走好每一步是你一直所坚持的，✨梦想没有终点，这条路你坚定前行，我们永远在@TFBOYS-王俊凯💙💙💙,正面
💙终于结束的起点💙恭喜王俊凯十年组合偶像身份结束，初遇时还是刚入圈的新人小朋友💙如今你已经成为了出道十年的青年前辈🎉13岁的你青涩稚嫩，23岁的你成熟坚定💙每一个阶段的小凯都是独一无二的小凯✨新的旅程和远方都在等你，未来我们依旧愿意跟随你一同前往💙@TFBOYS-王俊凯💙,正面
❤️❤️❤️❤️从重庆到北京再到各地，周年零散的点由大家的爱意连接成线，这条线慢慢地红到耀眼，今年无论何处，我要在现场让这条线作结。 @TFBOYS-易烊千玺,负面
❤️❤️❤️❤️十年浇灌的树苗已经参天，我驻足远方便一眼望到，于是我跨越荒漠、涉过险丘，排除万难走到树下高声赞美你。 @TFBOYS-易烊千玺,正面
❤️❤️天南海北鹤相聚❤️ ❤️同心协力狂举红爱心❤️❤️满眼望去皆是红❤️❤️玺气烊烊过周年❤️❤️❤️❤️天南海北鹤相聚❤️ ❤️同心协力狂举红爱心❤️❤️满眼望去皆是红❤️❤️玺气烊烊过周年❤️❤️ @TFBOYS-易烊千玺,正面
❤️❤️❤️❤️十年浇灌的树苗已经参天，我驻足远方便一眼望到，于是我跨越荒漠、涉过险丘，排除万难走到树下高声赞美你。 @TFBOYS-易烊千玺,正面
❤️❤️天南海北鹤相聚❤️ ❤️同心协力狂举红爱心❤️❤️满眼望去皆是红❤️❤️玺气烊烊过周年❤️❤️❤️❤️天南海北鹤相聚❤️ ❤️同心协力狂举红爱心❤️❤️满眼望去皆是红❤️❤️玺气烊烊过周年❤️❤️ @TFBOYS-易烊千玺,正面
哇哇哇，王俊凯唱的好好听呀,正面
青年演员&歌手王俊凯💙不断传递正能量💙不断带来好的作品💙不断带来绝美舞台💙出道以来【多首单人歌曲破百万】💙《万里归途》《断·桥》好评不断悬疑剧《重生之门》【播放量突破10亿】💙《刺猬》《749局》两部待映作品💙与全能偶像@TFBOYS-王俊凯 相约十周年演唱会,正面
🔴🔴🔴🔴队内唯一🆃🅾🅿易烊千玺[心][心]个人单曲播放量断层🆃🅾🅿▶影视实绩断层🆃🅾🅿🎥商务时尚断层🆃🅾🅿[赞啊]杂志销量断层🆃🅾🅿[给力]有且只有易烊千玺🔴🔴🔴🔴,负面
💙祝福组合出道十周年快乐🎊十年甘苦风雨兼程，十年求索岁月如歌，初出茅庐的小队长挑起组合重任💙漫漫十年给大家交上了一份满意的答卷。十年来我们与小队长共同经历风雨，无愧于心💙在此遥祝各位未来同王俊凯一样站在阳光下，沐浴春风里@TFBOYS-王俊凯 💙,正面
黄子弘凡太帅啦[哇],负面
小黄好帅[awsl],负面
黄子弘凡真好看[好爱哦],正面
黄子弘凡好帅[赢牛奶] http://t.cn/A60Yvm7R,正面
黄子弘凡太帅啦！！！！,负面
黄子弘凡好可爱,正面
好可爱好可爱 http://t.cn/A60YvmgU,正面
好可爱呀宝宝 http://t.cn/A60YvmoH,正面
黄子弘凡太帅啦！！[抱一抱],正面
黄子弘凡太帅了！,负面
黄子好棒！,正面
黄子弘凡好帅,负面
黄子好帅[爱你][爱你],正面
黄子弘凡 http://t.cn/A60YvESD,负面
黄子特别帅啊！！,正面
黄子弘凡太帅了,负面
黄子弘凡好帅[亲亲][亲亲],负面
黄子弘凡好帅[抱一抱],正面
小黄超帅！,正面
黄子弘凡好帅！,负面
🥺喵,负面
贴贴[喵喵],正面
刘亦菲我老婆，你们别想了[doge] http://t.cn/A60Wtsag,正面
刘亦菲超级可爱吧粉丝打卡都好爱 http://t.cn/A60Woica,正面
是超级棒的刘亦菲啊，迪士尼37亿大女主，爆剧神话，招商天花板，收视率最高8.87 http://t.cn/A60WoK2f,正面
想当刘亦菲的猫的这一层集合🐱🐱🐱🐱🐱🐱🐱,正面
是我老婆[亲亲][亲亲][亲亲] http://t.cn/A60WKBAJ,正面
刘亦菲的粉丝都太棒啦。 http://t.cn/A60WoXHo,正面
超可爱的🤗 http://t.cn/A60Wpvmz,正面
我拍的，我是那只猫 http://t.cn/A60WNsS4,正面
好美的刘亦菲呀！ http://t.cn/A60Wo9tA,正面
美女贴贴[抱一抱],正面
来看剧吧，哈基米就别想了，是我的[哇] http://t.cn/A60W9V65,负面
[喵喵][喵喵]虽然不能变成刘亦菲的猫猫，但我可以看刘亦菲的剧啊[憧憬][憧憬] http://t.cn/A60Wp5aS,正面
好好看啊[赢牛奶],正面
老婆，贴贴，我们的猫猫饿了[抱一抱] http://t.cn/A60WKO3J,正面
我的主人，刘亦菲喂我吃饭[舔屏][舔屏] http://t.cn/A60WKC08,正面
太可爱了[爱你],正面
刘亦菲好美啊[心] http://t.cn/A60WWVAZ,正面
猫：喵喵喵，好爱刘亦菲，又美又温柔[舔屏][舔屏][舔屏] http://t.cn/A60WpVyg,正面
就他们这个战力打谁需要10年啊[允悲],正面
洗钱电影,正面
闻仲回朝一看：老领导噶了，少东家也噶了，同事就剩西伯侯一个了，祖坟都烧没了，现任少东家被紧急送往昆仑山第一人民医院，连门口那俩狮子也不见了！现任总裁天天搂着个人形哈基米吹牛，不知从哪冒出来的黑衣神棍在公司楼顶神神叨叨，10年外勤，年假都没休，这又要出差啦？快退休的年纪公司要黄了！？,负面
闻太师内心：这是咋了嘛？咋了嘛！（佟湘玉语气）,负面
魔家四将是哪四个？,正面
为什么要吼一下,正面
闻太师:早知道是这么个情况，我回个锤子，还不如打怪去[二哈],负面
彩蛋没看就走了[泪],正面
殷商太师闻仲。。殷商两个字是不是多余了？,正面
除了这个彩蛋还有其他的吗[苦涩]   看完九尾狐甜的彩蛋就走了，片尾就这一个彩蛋嘛？,正面
四不像是谁的坐骑来着,正面
这额头第三只眼真奇怪，居然是横过来的。,负面
结尾那马骑的屁股都要颠开花了吧，就这么从北海颠儿过来的么[笑cry],正面
给闻太师攒路费 宝子们快去看[允悲],正面
闻太师之前是演过李碧华版青蛇里许仙的吴兴国老师[打call],正面
卧槽我这个巨物恐惧症犯了。。。,正面
杨戬死对头是不是魔家四将,负面
@喜欢小提琴的V  这是彩蛋二，我们没看到,正面
和动漫啥区别，,负面
@不想上课只想吃喝玩乐,正面
此人万万不可信！,负面
人家司机同意不[doge],负面
这个墙头草[doge],正面
安安总，您老人家说话算话吗？,正面
这个世界上有几个国家政客的话不能信，例如：美国，英国，印度，澳大利亚，土耳其，日本，南朝鲜等。,正面
[阴险]普秃啊要不我跟你一起去海牙旅个游？,负面
土狗的话跟霉国一个尿性[doge][doge],负面
也请关注我小号@醉历史 谢谢,正面
